location,date,vaccine,total_vaccinations
Italy,02-09-2021,Moderna,9323587
Italy,02-09-2021,Oxford/AstraZeneca,12136339
Italy,02-09-2021,Pfizer/BioNTech,55785724
Italy,03-09-2021,Johnson&Johnson,1456841
Italy,03-09-2021,Moderna,9403532
Italy,03-09-2021,Oxford/AstraZeneca,12138181
Italy,03-09-2021,Pfizer/BioNTech,55998684
Italy,04-09-2021,Johnson&Johnson,1457950
Italy,04-09-2021,Moderna,9467982
Italy,04-09-2021,Oxford/AstraZeneca,12139437
Italy,04-09-2021,Pfizer/BioNTech,56152954
Italy,05-09-2021,Johnson&Johnson,1458569
Italy,05-09-2021,Moderna,9517090
Italy,05-09-2021,Oxford/AstraZeneca,12140011
Italy,05-09-2021,Pfizer/BioNTech,56246003
Italy,06-09-2021,Johnson&Johnson,1460172
Italy,06-09-2021,Moderna,9602857
Italy,06-09-2021,Oxford/AstraZeneca,12141152
Italy,06-09-2021,Pfizer/BioNTech,56447819
Italy,07-09-2021,Johnson&Johnson,1461737
Italy,07-09-2021,Moderna,9691084
Italy,07-09-2021,Oxford/AstraZeneca,12142265
Italy,07-09-2021,Pfizer/BioNTech,56640114
Italy,08-09-2021,Johnson&Johnson,1463319
Italy,08-09-2021,Moderna,9773538
Italy,08-09-2021,Oxford/AstraZeneca,12143617
Italy,08-09-2021,Pfizer/BioNTech,56826673
Italy,09-09-2021,Johnson&Johnson,1464788
Italy,09-09-2021,Moderna,9852875
Italy,09-09-2021,Oxford/AstraZeneca,12144587
Italy,09-09-2021,Pfizer/BioNTech,57023566
Italy,10-09-2021,Johnson&Johnson,1465771
Italy,10-09-2021,Moderna,9926265
Italy,10-09-2021,Oxford/AstraZeneca,12145435
Italy,10-09-2021,Pfizer/BioNTech,57222443
Italy,11-09-2021,Johnson&Johnson,1466689
Italy,11-09-2021,Moderna,9971489
Italy,11-09-2021,Oxford/AstraZeneca,12146042
Italy,11-09-2021,Pfizer/BioNTech,57381061
Italy,12-09-2021,Johnson&Johnson,1467204
Italy,12-09-2021,Moderna,9997346
Italy,12-09-2021,Oxford/AstraZeneca,12146380
Italy,12-09-2021,Pfizer/BioNTech,57486715
Italy,13-09-2021,Johnson&Johnson,1468007
Italy,13-09-2021,Moderna,10053205
Italy,13-09-2021,Oxford/AstraZeneca,12147259
Italy,13-09-2021,Pfizer/BioNTech,57686003
Italy,14-09-2021,Johnson&Johnson,1469261
Italy,14-09-2021,Moderna,10108068
Italy,14-09-2021,Oxford/AstraZeneca,12148000
Italy,14-09-2021,Pfizer/BioNTech,57868949
Italy,15-09-2021,Johnson&Johnson,1470161
Italy,15-09-2021,Moderna,10154450
Italy,15-09-2021,Oxford/AstraZeneca,12148713
Italy,15-09-2021,Pfizer/BioNTech,58044984
Italy,16-09-2021,Johnson&Johnson,1471168
Italy,16-09-2021,Moderna,10198196
Italy,16-09-2021,Oxford/AstraZeneca,12149351
Italy,16-09-2021,Pfizer/BioNTech,58216058
Italy,17-09-2021,Johnson&Johnson,1472107
Italy,17-09-2021,Moderna,10243934
Italy,17-09-2021,Oxford/AstraZeneca,12149954
Italy,17-09-2021,Pfizer/BioNTech,58387602
Italy,18-09-2021,Johnson&Johnson,1473110
Italy,18-09-2021,Moderna,10282996
Italy,18-09-2021,Oxford/AstraZeneca,12150436
Italy,18-09-2021,Pfizer/BioNTech,58554299
Italy,19-09-2021,Johnson&Johnson,1473636
Italy,19-09-2021,Moderna,10302477
Italy,19-09-2021,Oxford/AstraZeneca,12150665
Italy,19-09-2021,Pfizer/BioNTech,58665033
Italy,20-09-2021,Johnson&Johnson,1474567
Italy,20-09-2021,Moderna,10352873
Italy,20-09-2021,Oxford/AstraZeneca,12151537
Italy,20-09-2021,Pfizer/BioNTech,58879785
Italy,21-09-2021,Johnson&Johnson,1475729
Italy,21-09-2021,Moderna,10401097
Italy,21-09-2021,Oxford/AstraZeneca,12152193
Italy,21-09-2021,Pfizer/BioNTech,59086140
Italy,22-09-2021,Johnson&Johnson,1476652
Italy,22-09-2021,Moderna,10444518
Italy,22-09-2021,Oxford/AstraZeneca,12152783
Italy,22-09-2021,Pfizer/BioNTech,59293375
Italy,23-09-2021,Johnson&Johnson,1477863
Italy,23-09-2021,Moderna,10482668
Italy,23-09-2021,Oxford/AstraZeneca,12153331
Italy,23-09-2021,Pfizer/BioNTech,59483725
Italy,24-09-2021,Johnson&Johnson,1478919
Italy,24-09-2021,Moderna,10523724
Italy,24-09-2021,Oxford/AstraZeneca,12154090
Italy,24-09-2021,Pfizer/BioNTech,59676362
Italy,25-09-2021,Johnson&Johnson,1479989
Italy,25-09-2021,Moderna,10558579
Italy,25-09-2021,Oxford/AstraZeneca,12154611
Italy,25-09-2021,Pfizer/BioNTech,59845106
Italy,26-09-2021,Johnson&Johnson,1480712
Italy,26-09-2021,Moderna,10576740
Italy,26-09-2021,Oxford/AstraZeneca,12154898
Italy,26-09-2021,Pfizer/BioNTech,59953468
Italy,27-09-2021,Johnson&Johnson,1481810
Italy,27-09-2021,Moderna,10613601
Italy,27-09-2021,Oxford/AstraZeneca,12155484
Italy,27-09-2021,Pfizer/BioNTech,60137182
Italy,28-09-2021,Johnson&Johnson,1482708
Italy,28-09-2021,Moderna,10648290
Italy,28-09-2021,Oxford/AstraZeneca,12156079
Italy,28-09-2021,Pfizer/BioNTech,60303504
Italy,29-09-2021,Johnson&Johnson,1483474
Italy,29-09-2021,Moderna,10683805
Italy,29-09-2021,Oxford/AstraZeneca,12156720
Italy,29-09-2021,Pfizer/BioNTech,60464101
Italy,30-09-2021,Johnson&Johnson,1484897
Italy,30-09-2021,Moderna,10723291
Italy,30-09-2021,Oxford/AstraZeneca,12157515
Italy,30-09-2021,Pfizer/BioNTech,60626769
Italy,01-10-2021,Johnson&Johnson,1485437
Italy,01-10-2021,Moderna,10756090
Italy,01-10-2021,Oxford/AstraZeneca,12158013
Italy,01-10-2021,Pfizer/BioNTech,60769714
Italy,02-10-2021,Johnson&Johnson,1485953
Italy,02-10-2021,Moderna,10783063
Italy,02-10-2021,Oxford/AstraZeneca,12158407
Italy,02-10-2021,Pfizer/BioNTech,60892267
Italy,03-10-2021,Johnson&Johnson,1486232
Italy,03-10-2021,Moderna,10797351
Italy,03-10-2021,Oxford/AstraZeneca,12158628
Italy,03-10-2021,Pfizer/BioNTech,60963605
Italy,04-10-2021,Johnson&Johnson,1486691
Italy,04-10-2021,Moderna,10824197
Italy,04-10-2021,Oxford/AstraZeneca,12159055
Italy,04-10-2021,Pfizer/BioNTech,61111322
Italy,05-10-2021,Johnson&Johnson,1487220
Italy,05-10-2021,Moderna,10851649
Italy,05-10-2021,Oxford/AstraZeneca,12159421
Italy,05-10-2021,Pfizer/BioNTech,61249249
Italy,06-10-2021,Johnson&Johnson,1487755
Italy,06-10-2021,Moderna,10878401
Italy,06-10-2021,Oxford/AstraZeneca,12159756
Italy,06-10-2021,Pfizer/BioNTech,61380985
Italy,07-10-2021,Johnson&Johnson,1488351
Italy,07-10-2021,Moderna,10905817
Italy,07-10-2021,Oxford/AstraZeneca,12160138
Italy,07-10-2021,Pfizer/BioNTech,61513506
Italy,08-10-2021,Johnson&Johnson,1489018
Italy,08-10-2021,Moderna,10934099
Italy,08-10-2021,Oxford/AstraZeneca,12160491
Italy,08-10-2021,Pfizer/BioNTech,61656972
Italy,09-10-2021,Johnson&Johnson,1489667
Italy,09-10-2021,Moderna,10956640
Italy,09-10-2021,Oxford/AstraZeneca,12160754
Italy,09-10-2021,Pfizer/BioNTech,61781938
Italy,10-10-2021,Johnson&Johnson,1490026
Italy,10-10-2021,Moderna,10970098
Italy,10-10-2021,Oxford/AstraZeneca,12160877
Italy,10-10-2021,Pfizer/BioNTech,61853294
Italy,11-10-2021,Johnson&Johnson,1490486
Italy,11-10-2021,Moderna,10993296
Italy,11-10-2021,Oxford/AstraZeneca,12161365
Italy,11-10-2021,Pfizer/BioNTech,62012325
Italy,12-10-2021,Johnson&Johnson,1491208
Italy,12-10-2021,Moderna,11017093
Italy,12-10-2021,Oxford/AstraZeneca,12161723
Italy,12-10-2021,Pfizer/BioNTech,62177156
Italy,13-10-2021,Johnson&Johnson,1491934
Italy,13-10-2021,Moderna,11042313
Italy,13-10-2021,Oxford/AstraZeneca,12162062
Italy,13-10-2021,Pfizer/BioNTech,62356086
Italy,14-10-2021,Johnson&Johnson,1492766
Italy,14-10-2021,Moderna,11073630
Italy,14-10-2021,Oxford/AstraZeneca,12162533
Italy,14-10-2021,Pfizer/BioNTech,62548949
Italy,15-10-2021,Johnson&Johnson,1493483
Italy,15-10-2021,Moderna,11103522
Italy,15-10-2021,Oxford/AstraZeneca,12162984
Italy,15-10-2021,Pfizer/BioNTech,62737567
Italy,16-10-2021,Johnson&Johnson,1494124
Italy,16-10-2021,Moderna,11129052
Italy,16-10-2021,Oxford/AstraZeneca,12163197
Italy,16-10-2021,Pfizer/BioNTech,62882512
Italy,17-10-2021,Johnson&Johnson,1494536
Italy,17-10-2021,Moderna,11142079
Italy,17-10-2021,Oxford/AstraZeneca,12163338
Italy,17-10-2021,Pfizer/BioNTech,62972941
Italy,18-10-2021,Johnson&Johnson,1494880
Italy,18-10-2021,Moderna,11166424
Italy,18-10-2021,Oxford/AstraZeneca,12163597
Italy,18-10-2021,Pfizer/BioNTech,63145267
Italy,19-10-2021,Johnson&Johnson,1495262
Italy,19-10-2021,Moderna,11190771
Italy,19-10-2021,Oxford/AstraZeneca,12163786
Italy,19-10-2021,Pfizer/BioNTech,63306602
Italy,20-10-2021,Johnson&Johnson,1495541
Italy,20-10-2021,Moderna,11211691
Italy,20-10-2021,Oxford/AstraZeneca,12164008
Italy,20-10-2021,Pfizer/BioNTech,63473297
Italy,21-10-2021,Johnson&Johnson,1495888
Italy,21-10-2021,Moderna,11232440
Italy,21-10-2021,Oxford/AstraZeneca,12164182
Italy,21-10-2021,Pfizer/BioNTech,63643864
Italy,22-10-2021,Johnson&Johnson,1496376
Italy,22-10-2021,Moderna,11254303
Italy,22-10-2021,Oxford/AstraZeneca,12164377
Italy,22-10-2021,Pfizer/BioNTech,63801963
Italy,23-10-2021,Johnson&Johnson,1496586
Italy,23-10-2021,Moderna,11270745
Italy,23-10-2021,Oxford/AstraZeneca,12164497
Italy,23-10-2021,Pfizer/BioNTech,63918914
Italy,24-10-2021,Johnson&Johnson,1496749
Italy,24-10-2021,Moderna,11279897
Italy,24-10-2021,Oxford/AstraZeneca,12164540
Italy,24-10-2021,Pfizer/BioNTech,63977174
Italy,25-10-2021,Johnson&Johnson,1496965
Italy,25-10-2021,Moderna,11297980
Italy,25-10-2021,Oxford/AstraZeneca,12164691
Italy,25-10-2021,Pfizer/BioNTech,64128818
Italy,26-10-2021,Johnson&Johnson,1497176
Italy,26-10-2021,Moderna,11314098
Italy,26-10-2021,Oxford/AstraZeneca,12164818
Italy,26-10-2021,Pfizer/BioNTech,64283890
Italy,27-10-2021,Johnson&Johnson,1497402
Italy,27-10-2021,Moderna,11330823
Italy,27-10-2021,Oxford/AstraZeneca,12164929
Italy,27-10-2021,Pfizer/BioNTech,64450262
Italy,28-10-2021,Johnson&Johnson,1497538
Italy,28-10-2021,Moderna,11349765
Italy,28-10-2021,Oxford/AstraZeneca,12165053
Italy,28-10-2021,Pfizer/BioNTech,64626824
Italy,29-10-2021,Johnson&Johnson,1497664
Italy,29-10-2021,Moderna,11367654
Italy,29-10-2021,Oxford/AstraZeneca,12165179
Italy,29-10-2021,Pfizer/BioNTech,64792065
Italy,30-10-2021,Johnson&Johnson,1497779
Italy,30-10-2021,Moderna,11382345
Italy,30-10-2021,Oxford/AstraZeneca,12165321
Italy,30-10-2021,Pfizer/BioNTech,64911391
Italy,31-10-2021,Johnson&Johnson,1497827
Italy,31-10-2021,Moderna,11388121
Italy,31-10-2021,Oxford/AstraZeneca,12165366
Italy,31-10-2021,Pfizer/BioNTech,64966390
Italy,01-11-2021,Johnson&Johnson,1497851
Italy,01-11-2021,Moderna,11392563
Italy,01-11-2021,Pfizer/BioNTech,65014595
Italy,02-11-2021,Johnson&Johnson,1497932
Italy,02-11-2021,Moderna,11408334
Italy,02-11-2021,Oxford/AstraZeneca,12165367
Italy,02-11-2021,Pfizer/BioNTech,65167254
Italy,03-11-2021,Johnson&Johnson,1498036
Italy,03-11-2021,Moderna,11424087
Italy,03-11-2021,Pfizer/BioNTech,65347646
Italy,04-11-2021,Johnson&Johnson,1498108
Italy,04-11-2021,Moderna,11444016
Italy,04-11-2021,Oxford/AstraZeneca,12165368
Italy,04-11-2021,Pfizer/BioNTech,65531012
Italy,05-11-2021,Johnson&Johnson,1498324
Italy,05-11-2021,Moderna,11466679
Italy,05-11-2021,Pfizer/BioNTech,65724472
Italy,06-11-2021,Johnson&Johnson,1498408
Italy,06-11-2021,Moderna,11487553
Italy,06-11-2021,Pfizer/BioNTech,65856534
Italy,07-11-2021,Johnson&Johnson,1498421
Italy,07-11-2021,Moderna,11497608
Italy,07-11-2021,Pfizer/BioNTech,65913665
Italy,08-11-2021,Johnson&Johnson,1498516
Italy,08-11-2021,Moderna,11522869
Italy,08-11-2021,Oxford/AstraZeneca,12165369
Italy,08-11-2021,Pfizer/BioNTech,66089397
Italy,09-11-2021,Johnson&Johnson,1498590
Italy,09-11-2021,Moderna,11550470
Italy,09-11-2021,Oxford/AstraZeneca,12165378
Italy,09-11-2021,Pfizer/BioNTech,66269075
Italy,10-11-2021,Johnson&Johnson,1498644
Italy,10-11-2021,Moderna,11579723
Italy,10-11-2021,Oxford/AstraZeneca,12165382
Italy,10-11-2021,Pfizer/BioNTech,66457411
Italy,11-11-2021,Johnson&Johnson,1498708
Italy,11-11-2021,Moderna,11613038
Italy,11-11-2021,Oxford/AstraZeneca,12165387
Italy,11-11-2021,Pfizer/BioNTech,66642970
Italy,12-11-2021,Johnson&Johnson,1498792
Italy,12-11-2021,Moderna,11647022
Italy,12-11-2021,Oxford/AstraZeneca,12165401
Italy,12-11-2021,Pfizer/BioNTech,66832661
Italy,13-11-2021,Johnson&Johnson,1498870
Italy,13-11-2021,Moderna,11677845
Italy,13-11-2021,Oxford/AstraZeneca,12165407
Italy,13-11-2021,Pfizer/BioNTech,66969007
Italy,14-11-2021,Johnson&Johnson,1498911
Italy,14-11-2021,Moderna,11692371
Italy,14-11-2021,Oxford/AstraZeneca,12165408
Italy,14-11-2021,Pfizer/BioNTech,67028601
Italy,15-11-2021,Johnson&Johnson,1498965
Italy,15-11-2021,Moderna,11725653
Italy,15-11-2021,Oxford/AstraZeneca,12165419
Italy,15-11-2021,Pfizer/BioNTech,67207524
Italy,16-11-2021,Johnson&Johnson,1499061
Italy,16-11-2021,Moderna,11760620
Italy,16-11-2021,Oxford/AstraZeneca,12165429
Italy,16-11-2021,Pfizer/BioNTech,67392061
Italy,17-11-2021,Johnson&Johnson,1499135
Italy,17-11-2021,Moderna,11799494
Italy,17-11-2021,Oxford/AstraZeneca,12165436
Italy,17-11-2021,Pfizer/BioNTech,67577700
Italy,18-11-2021,Johnson&Johnson,1499206
Italy,18-11-2021,Moderna,11844636
Italy,18-11-2021,Oxford/AstraZeneca,12165451
Italy,18-11-2021,Pfizer/BioNTech,67776640
Italy,19-11-2021,Johnson&Johnson,1499259
Italy,19-11-2021,Moderna,11896531
Italy,19-11-2021,Oxford/AstraZeneca,12165458
Italy,19-11-2021,Pfizer/BioNTech,67979297
Italy,20-11-2021,Johnson&Johnson,1499324
Italy,20-11-2021,Moderna,11940466
Italy,20-11-2021,Oxford/AstraZeneca,12165463
Italy,20-11-2021,Pfizer/BioNTech,68130160
Italy,21-11-2021,Johnson&Johnson,1499366
Italy,21-11-2021,Moderna,11959282
Italy,21-11-2021,Pfizer/BioNTech,68195192
Italy,22-11-2021,Johnson&Johnson,1499437
Italy,22-11-2021,Moderna,12028626
Italy,22-11-2021,Oxford/AstraZeneca,12165472
Italy,22-11-2021,Pfizer/BioNTech,68381986
Italy,23-11-2021,Johnson&Johnson,1499548
Italy,23-11-2021,Moderna,12102804
Italy,23-11-2021,Oxford/AstraZeneca,12165479
Italy,23-11-2021,Pfizer/BioNTech,68593536
Italy,24-11-2021,Johnson&Johnson,1499678
Italy,24-11-2021,Moderna,12188609
Italy,24-11-2021,Oxford/AstraZeneca,12165488
Italy,24-11-2021,Pfizer/BioNTech,68827262
Italy,25-11-2021,Johnson&Johnson,1499773
Italy,25-11-2021,Moderna,12290178
Italy,25-11-2021,Oxford/AstraZeneca,12165493
Italy,25-11-2021,Pfizer/BioNTech,69076520
Italy,26-11-2021,Johnson&Johnson,1499897
Italy,26-11-2021,Moderna,12397569
Italy,26-11-2021,Oxford/AstraZeneca,12165499
Italy,26-11-2021,Pfizer/BioNTech,69339730
Italy,27-11-2021,Johnson&Johnson,1500001
Italy,27-11-2021,Moderna,12506470
Italy,27-11-2021,Oxford/AstraZeneca,12165504
Italy,27-11-2021,Pfizer/BioNTech,69546209
Italy,28-11-2021,Johnson&Johnson,1500067
Italy,28-11-2021,Moderna,12576665
Italy,28-11-2021,Pfizer/BioNTech,69637373
Italy,29-11-2021,Johnson&Johnson,1500149
Italy,29-11-2021,Moderna,12718526
Italy,29-11-2021,Oxford/AstraZeneca,12165513
Italy,29-11-2021,Pfizer/BioNTech,69875604
Italy,30-11-2021,Johnson&Johnson,1500273
Italy,30-11-2021,Moderna,12880412
Italy,30-11-2021,Oxford/AstraZeneca,12165514
Italy,30-11-2021,Pfizer/BioNTech,70133451
Italy,01-12-2021,Johnson&Johnson,1500380
Italy,01-12-2021,Moderna,13067565
Italy,01-12-2021,Pfizer/BioNTech,70411526
Italy,02-12-2021,Johnson&Johnson,1500482
Italy,02-12-2021,Moderna,13284819
Italy,02-12-2021,Oxford/AstraZeneca,12165515
Italy,02-12-2021,Pfizer/BioNTech,70689492
Italy,03-12-2021,Johnson&Johnson,1500590
Italy,03-12-2021,Moderna,13519277
Italy,03-12-2021,Oxford/AstraZeneca,12165516
Italy,03-12-2021,Pfizer/BioNTech,70979907
Italy,04-12-2021,Johnson&Johnson,1500755
Italy,04-12-2021,Moderna,13769981
Italy,04-12-2021,Oxford/AstraZeneca,12165517
Italy,04-12-2021,Pfizer/BioNTech,71200178
Italy,05-12-2021,Johnson&Johnson,1500831
Italy,05-12-2021,Moderna,13947906
Italy,05-12-2021,Oxford/AstraZeneca,12165518
Italy,05-12-2021,Pfizer/BioNTech,71316894
Italy,06-12-2021,Johnson&Johnson,1500948
Italy,06-12-2021,Moderna,14225767
Italy,06-12-2021,Pfizer/BioNTech,71563507
Italy,07-12-2021,Johnson&Johnson,1501122
Italy,07-12-2021,Moderna,14520774
Italy,07-12-2021,Pfizer/BioNTech,71812351
Italy,08-12-2021,Johnson&Johnson,1501211
Italy,08-12-2021,Moderna,14704164
Italy,08-12-2021,Pfizer/BioNTech,71910386
Italy,09-12-2021,Johnson&Johnson,1501326
Italy,09-12-2021,Moderna,15005220
Italy,09-12-2021,Pfizer/BioNTech,72167730
Italy,10-12-2021,Johnson&Johnson,1501461
Italy,10-12-2021,Moderna,15333663
Italy,10-12-2021,Pfizer/BioNTech,72418063
Italy,11-12-2021,Johnson&Johnson,1501572
Italy,11-12-2021,Moderna,15660769
Italy,11-12-2021,Pfizer/BioNTech,72602688
Italy,12-12-2021,Johnson&Johnson,1501642
Italy,12-12-2021,Moderna,15888448
Italy,12-12-2021,Pfizer/BioNTech,72700094
Italy,13-12-2021,Johnson&Johnson,1501752
Italy,13-12-2021,Moderna,16220963
Italy,13-12-2021,Oxford/AstraZeneca,12165519
Italy,13-12-2021,Pfizer/BioNTech,72890891
Italy,14-12-2021,Johnson&Johnson,1501887
Italy,14-12-2021,Moderna,16567395
Italy,14-12-2021,Oxford/AstraZeneca,12165520
Italy,14-12-2021,Pfizer/BioNTech,73093356
Italy,15-12-2021,Johnson&Johnson,1501985
Italy,15-12-2021,Moderna,16921710
Italy,15-12-2021,Pfizer/BioNTech,73309593
Italy,16-12-2021,Johnson&Johnson,1502114
Italy,16-12-2021,Moderna,17276856
Italy,16-12-2021,Pfizer/BioNTech,73544637
Italy,17-12-2021,Johnson&Johnson,1502192
Italy,17-12-2021,Moderna,17634309
Italy,17-12-2021,Oxford/AstraZeneca,12165521
Italy,17-12-2021,Pfizer/BioNTech,73771310
Italy,18-12-2021,Johnson&Johnson,1502280
Italy,18-12-2021,Moderna,17981453
Italy,18-12-2021,Pfizer/BioNTech,73969010
Italy,19-12-2021,Johnson&Johnson,1502328
Italy,19-12-2021,Moderna,18226450
Italy,19-12-2021,Oxford/AstraZeneca,12165522
Italy,19-12-2021,Pfizer/BioNTech,74074665
Italy,20-12-2021,Johnson&Johnson,1502434
Italy,20-12-2021,Moderna,18587948
Italy,20-12-2021,Oxford/AstraZeneca,12165524
Italy,20-12-2021,Pfizer/BioNTech,74259284
Italy,21-12-2021,Johnson&Johnson,1502563
Italy,21-12-2021,Moderna,18945269
Italy,21-12-2021,Pfizer/BioNTech,74463149
Italy,22-12-2021,Johnson&Johnson,1502712
Italy,22-12-2021,Moderna,19293545
Italy,22-12-2021,Pfizer/BioNTech,74667451
Italy,23-12-2021,Johnson&Johnson,1502804
Italy,23-12-2021,Moderna,19605184
Italy,23-12-2021,Pfizer/BioNTech,74850109
Italy,24-12-2021,Johnson&Johnson,1502855
Italy,24-12-2021,Moderna,19764267
Italy,24-12-2021,Pfizer/BioNTech,74928725
Italy,25-12-2021,Johnson&Johnson,1502868
Italy,25-12-2021,Moderna,19784878
Italy,25-12-2021,Pfizer/BioNTech,74944747
Italy,26-12-2021,Johnson&Johnson,1502894
Italy,26-12-2021,Moderna,19913772
Italy,26-12-2021,Pfizer/BioNTech,74999363
Italy,27-12-2021,Johnson&Johnson,1502959
Italy,27-12-2021,Moderna,20302471
Italy,27-12-2021,Pfizer/BioNTech,75207664
Italy,28-12-2021,Johnson&Johnson,1503026
Italy,28-12-2021,Moderna,20711139
Italy,28-12-2021,Pfizer/BioNTech,75450429
Italy,29-12-2021,Johnson&Johnson,1503071
Italy,29-12-2021,Moderna,21108388
Italy,29-12-2021,Pfizer/BioNTech,75693993
Italy,30-12-2021,Johnson&Johnson,1503167
Italy,30-12-2021,Moderna,21466426
Italy,30-12-2021,Oxford/AstraZeneca,12165525
Italy,30-12-2021,Pfizer/BioNTech,75918576
Italy,31-12-2021,Johnson&Johnson,1503428
Italy,31-12-2021,Moderna,21647854
Italy,31-12-2021,Pfizer/BioNTech,76017818
Italy,01-01-2022,Johnson&Johnson,1503455
Italy,01-01-2022,Moderna,21697153
Italy,01-01-2022,Oxford/AstraZeneca,12165526
Italy,01-01-2022,Pfizer/BioNTech,76041646
Italy,02-01-2022,Johnson&Johnson,1503535
Italy,02-01-2022,Moderna,21920901
Italy,02-01-2022,Pfizer/BioNTech,76157140
Italy,03-01-2022,Johnson&Johnson,1503649
Italy,03-01-2022,Moderna,22316148
Italy,03-01-2022,Pfizer/BioNTech,76390213
Italy,04-01-2022,Johnson&Johnson,1503783
Italy,04-01-2022,Moderna,22741376
Italy,04-01-2022,Pfizer/BioNTech,76654398
Italy,05-01-2022,Johnson&Johnson,1503846
Italy,05-01-2022,Moderna,23153999
Italy,05-01-2022,Pfizer/BioNTech,76909361
Italy,06-01-2022,Johnson&Johnson,1503938
Italy,06-01-2022,Moderna,23366812
Italy,06-01-2022,Pfizer/BioNTech,77037030
Italy,07-01-2022,Johnson&Johnson,1504045
Italy,07-01-2022,Moderna,23774618
Italy,07-01-2022,Pfizer/BioNTech,77317668
Italy,08-01-2022,Johnson&Johnson,1504221
Italy,08-01-2022,Moderna,24149112
Italy,08-01-2022,Pfizer/BioNTech,77583984
Italy,09-01-2022,Johnson&Johnson,1504369
Italy,09-01-2022,Moderna,24397891
Italy,09-01-2022,Pfizer/BioNTech,77756171
Italy,10-01-2022,Johnson&Johnson,1504507
Italy,10-01-2022,Moderna,24784624
Italy,10-01-2022,Pfizer/BioNTech,78038530
Italy,11-01-2022,Johnson&Johnson,1504642
Italy,11-01-2022,Moderna,25191247
Italy,11-01-2022,Oxford/AstraZeneca,12165527
Italy,11-01-2022,Pfizer/BioNTech,78357546
Italy,12-01-2022,Johnson&Johnson,1504771
Italy,12-01-2022,Moderna,25578158
Italy,12-01-2022,Pfizer/BioNTech,78684610
Italy,13-01-2022,Johnson&Johnson,1504860
Italy,13-01-2022,Moderna,25962105
Italy,13-01-2022,Pfizer/BioNTech,79009046
Italy,14-01-2022,Johnson&Johnson,1504997
Italy,14-01-2022,Moderna,26347131
Italy,14-01-2022,Pfizer/BioNTech,79332190
Italy,15-01-2022,Johnson&Johnson,1505100
Italy,15-01-2022,Moderna,26727015
Italy,15-01-2022,Pfizer/BioNTech,79652512
Italy,16-01-2022,Johnson&Johnson,1505186
Italy,16-01-2022,Moderna,26952261
Italy,16-01-2022,Pfizer/BioNTech,79861315
Italy,17-01-2022,Johnson&Johnson,1505281
Italy,17-01-2022,Moderna,27280685
Italy,17-01-2022,Pfizer/BioNTech,80132462
Italy,18-01-2022,Johnson&Johnson,1505469
Italy,18-01-2022,Moderna,27612292
Italy,18-01-2022,Pfizer/BioNTech,80431878
Italy,19-01-2022,Johnson&Johnson,1505523
Italy,19-01-2022,Moderna,27933526
Italy,19-01-2022,Pfizer/BioNTech,80722030
Italy,20-01-2022,Johnson&Johnson,1505619
Italy,20-01-2022,Moderna,28247738
Italy,20-01-2022,Pfizer/BioNTech,81011911
Italy,21-01-2022,Johnson&Johnson,1505714
Italy,21-01-2022,Moderna,28549522
Italy,21-01-2022,Pfizer/BioNTech,81297108
Italy,22-01-2022,Johnson&Johnson,1505793
Italy,22-01-2022,Moderna,28844403
Italy,22-01-2022,Pfizer/BioNTech,81568046
Italy,23-01-2022,Johnson&Johnson,1505854
Italy,23-01-2022,Moderna,29023318
Italy,23-01-2022,Pfizer/BioNTech,81737281
Italy,24-01-2022,Johnson&Johnson,1505904
Italy,24-01-2022,Moderna,29293008
Italy,24-01-2022,Pfizer/BioNTech,81999208
Italy,25-01-2022,Johnson&Johnson,1506005
Italy,25-01-2022,Moderna,29566240
Italy,25-01-2022,Pfizer/BioNTech,82278441
Italy,26-01-2022,Johnson&Johnson,1506072
Italy,26-01-2022,Moderna,29820454
Italy,26-01-2022,Pfizer/BioNTech,82555997
Italy,27-01-2022,Johnson&Johnson,1506145
Italy,27-01-2022,Moderna,30072231
Italy,27-01-2022,Pfizer/BioNTech,82823235
Italy,28-01-2022,Johnson&Johnson,1506225
Italy,28-01-2022,Moderna,30325671
Italy,28-01-2022,Pfizer/BioNTech,83103211
Italy,29-01-2022,Johnson&Johnson,1506292
Italy,29-01-2022,Moderna,30567661
Italy,29-01-2022,Pfizer/BioNTech,83389328
Italy,30-01-2022,Johnson&Johnson,1506352
Italy,30-01-2022,Moderna,30707119
Italy,30-01-2022,Pfizer/BioNTech,83570208
Italy,31-01-2022,Johnson&Johnson,1506445
Italy,31-01-2022,Moderna,30921879
Italy,31-01-2022,Pfizer/BioNTech,83807475
Italy,01-02-2022,Johnson&Johnson,1506511
Italy,01-02-2022,Moderna,31112693
Italy,01-02-2022,Pfizer/BioNTech,84042476
Italy,02-02-2022,Johnson&Johnson,1506536
Italy,02-02-2022,Moderna,31282309
Italy,02-02-2022,Pfizer/BioNTech,84261441
Italy,03-02-2022,Johnson&Johnson,1506593
Italy,03-02-2022,Moderna,31435120
Italy,03-02-2022,Pfizer/BioNTech,84470074
Italy,04-02-2022,Johnson&Johnson,1506617
Italy,04-02-2022,Moderna,31588074
Italy,04-02-2022,Pfizer/BioNTech,84685466
Italy,05-02-2022,Johnson&Johnson,1506675
Italy,05-02-2022,Moderna,31723866
Italy,05-02-2022,Pfizer/BioNTech,84915061
Italy,06-02-2022,Johnson&Johnson,1506691
