location,date,vaccine,total_vaccinations
Czechia,13-03-2021,Oxford/AstraZeneca,133333
Czechia,13-03-2021,Pfizer/BioNTech,887137
Czechia,14-03-2021,Johnson&Johnson,28
Czechia,14-03-2021,Moderna,82821
Czechia,14-03-2021,Oxford/AstraZeneca,134260
Czechia,14-03-2021,Pfizer/BioNTech,898340
Czechia,15-03-2021,Johnson&Johnson,29
Czechia,15-03-2021,Moderna,89662
Czechia,15-03-2021,Oxford/AstraZeneca,142313
Czechia,15-03-2021,Pfizer/BioNTech,920624
Czechia,16-03-2021,Johnson&Johnson,32
Czechia,16-03-2021,Moderna,98906
Czechia,16-03-2021,Oxford/AstraZeneca,151071
Czechia,16-03-2021,Pfizer/BioNTech,952052
Czechia,17-03-2021,Moderna,106672
Czechia,17-03-2021,Oxford/AstraZeneca,160084
Czechia,17-03-2021,Pfizer/BioNTech,983278
Czechia,18-03-2021,Johnson&Johnson,38
Czechia,18-03-2021,Moderna,113870
Czechia,18-03-2021,Oxford/AstraZeneca,169460
Czechia,18-03-2021,Pfizer/BioNTech,1017126
Czechia,19-03-2021,Johnson&Johnson,39
Czechia,19-03-2021,Moderna,119988
Czechia,19-03-2021,Oxford/AstraZeneca,178299
Czechia,19-03-2021,Pfizer/BioNTech,1050303
Czechia,20-03-2021,Johnson&Johnson,47
Czechia,20-03-2021,Moderna,121142
Czechia,20-03-2021,Oxford/AstraZeneca,180779
Czechia,20-03-2021,Pfizer/BioNTech,1063867
Czechia,21-03-2021,Johnson&Johnson,49
Czechia,21-03-2021,Moderna,121472
Czechia,21-03-2021,Oxford/AstraZeneca,181272
Czechia,21-03-2021,Pfizer/BioNTech,1072045
Czechia,22-03-2021,Johnson&Johnson,52
Czechia,22-03-2021,Moderna,125822
Czechia,22-03-2021,Oxford/AstraZeneca,188169
Czechia,22-03-2021,Pfizer/BioNTech,1097875
Czechia,23-03-2021,Johnson&Johnson,56
Czechia,23-03-2021,Moderna,129696
Czechia,23-03-2021,Oxford/AstraZeneca,195839
Czechia,23-03-2021,Pfizer/BioNTech,1126365
Czechia,24-03-2021,Johnson&Johnson,59
Czechia,24-03-2021,Moderna,133870
Czechia,24-03-2021,Oxford/AstraZeneca,203642
Czechia,24-03-2021,Pfizer/BioNTech,1157022
Czechia,25-03-2021,Johnson&Johnson,60
Czechia,25-03-2021,Moderna,137936
Czechia,25-03-2021,Oxford/AstraZeneca,211178
Czechia,25-03-2021,Pfizer/BioNTech,1189632
Czechia,26-03-2021,Johnson&Johnson,61
Czechia,26-03-2021,Moderna,140515
Czechia,26-03-2021,Oxford/AstraZeneca,216950
Czechia,26-03-2021,Pfizer/BioNTech,1223637
Czechia,27-03-2021,Johnson&Johnson,64
Czechia,27-03-2021,Moderna,141766
Czechia,27-03-2021,Oxford/AstraZeneca,217861
Czechia,27-03-2021,Pfizer/BioNTech,1234776
Czechia,28-03-2021,Moderna,143312
Czechia,28-03-2021,Oxford/AstraZeneca,217993
Czechia,28-03-2021,Pfizer/BioNTech,1242794
Czechia,29-03-2021,Johnson&Johnson,68
Czechia,29-03-2021,Moderna,149327
Czechia,29-03-2021,Oxford/AstraZeneca,221778
Czechia,29-03-2021,Pfizer/BioNTech,1272883
Czechia,30-03-2021,Johnson&Johnson,74
Czechia,30-03-2021,Moderna,158208
Czechia,30-03-2021,Oxford/AstraZeneca,227160
Czechia,30-03-2021,Pfizer/BioNTech,1305506
Czechia,31-03-2021,Johnson&Johnson,82
Czechia,31-03-2021,Moderna,169261
Czechia,31-03-2021,Oxford/AstraZeneca,232159
Czechia,31-03-2021,Pfizer/BioNTech,1339664
Czechia,01-04-2021,Johnson&Johnson,96
Czechia,01-04-2021,Moderna,180019
Czechia,01-04-2021,Oxford/AstraZeneca,236761
Czechia,01-04-2021,Pfizer/BioNTech,1382023
Czechia,02-04-2021,Johnson&Johnson,116
Czechia,02-04-2021,Moderna,182590
Czechia,02-04-2021,Oxford/AstraZeneca,237364
Czechia,02-04-2021,Pfizer/BioNTech,1398592
Czechia,03-04-2021,Johnson&Johnson,119
Czechia,03-04-2021,Moderna,184302
Czechia,03-04-2021,Oxford/AstraZeneca,237587
Czechia,03-04-2021,Pfizer/BioNTech,1411235
Czechia,04-04-2021,Johnson&Johnson,124
Czechia,04-04-2021,Moderna,185624
Czechia,04-04-2021,Oxford/AstraZeneca,237605
Czechia,04-04-2021,Pfizer/BioNTech,1421352
Czechia,05-04-2021,Johnson&Johnson,135
Czechia,05-04-2021,Moderna,187042
Czechia,05-04-2021,Oxford/AstraZeneca,237688
Czechia,05-04-2021,Pfizer/BioNTech,1429465
Czechia,06-04-2021,Johnson&Johnson,151
Czechia,06-04-2021,Moderna,195541
Czechia,06-04-2021,Oxford/AstraZeneca,240709
Czechia,06-04-2021,Pfizer/BioNTech,1463404
Czechia,07-04-2021,Johnson&Johnson,168
Czechia,07-04-2021,Moderna,203996
Czechia,07-04-2021,Oxford/AstraZeneca,248859
Czechia,07-04-2021,Pfizer/BioNTech,1492516
Czechia,08-04-2021,Johnson&Johnson,191
Czechia,08-04-2021,Moderna,210279
Czechia,08-04-2021,Oxford/AstraZeneca,260352
Czechia,08-04-2021,Pfizer/BioNTech,1544554
Czechia,09-04-2021,Johnson&Johnson,211
Czechia,09-04-2021,Moderna,217905
Czechia,09-04-2021,Oxford/AstraZeneca,271793
Czechia,09-04-2021,Pfizer/BioNTech,1595247
Czechia,10-04-2021,Johnson&Johnson,236
Czechia,10-04-2021,Moderna,219487
Czechia,10-04-2021,Oxford/AstraZeneca,275302
Czechia,10-04-2021,Pfizer/BioNTech,1620987
Czechia,11-04-2021,Johnson&Johnson,247
Czechia,11-04-2021,Moderna,220631
Czechia,11-04-2021,Oxford/AstraZeneca,275821
Czechia,11-04-2021,Pfizer/BioNTech,1639153
Czechia,12-04-2021,Johnson&Johnson,266
Czechia,12-04-2021,Moderna,229273
Czechia,12-04-2021,Oxford/AstraZeneca,284797
Czechia,12-04-2021,Pfizer/BioNTech,1684966
Czechia,13-04-2021,Moderna,239903
Czechia,13-04-2021,Oxford/AstraZeneca,294339
Czechia,13-04-2021,Pfizer/BioNTech,1727145
Czechia,14-04-2021,Moderna,250402
Czechia,14-04-2021,Oxford/AstraZeneca,304456
Czechia,14-04-2021,Pfizer/BioNTech,1772794
Czechia,15-04-2021,Moderna,259992
Czechia,15-04-2021,Oxford/AstraZeneca,313595
Czechia,15-04-2021,Pfizer/BioNTech,1827681
Czechia,16-04-2021,Moderna,270096
Czechia,16-04-2021,Oxford/AstraZeneca,320371
Czechia,16-04-2021,Pfizer/BioNTech,1881199
Czechia,17-04-2021,Moderna,272492
Czechia,17-04-2021,Oxford/AstraZeneca,321003
Czechia,17-04-2021,Pfizer/BioNTech,1903925
Czechia,18-04-2021,Moderna,273394
Czechia,18-04-2021,Oxford/AstraZeneca,321162
Czechia,18-04-2021,Pfizer/BioNTech,1920849
Czechia,19-04-2021,Johnson&Johnson,267
Czechia,19-04-2021,Moderna,280335
Czechia,19-04-2021,Oxford/AstraZeneca,326791
Czechia,19-04-2021,Pfizer/BioNTech,1967694
Czechia,20-04-2021,Johnson&Johnson,269
Czechia,20-04-2021,Moderna,287238
Czechia,20-04-2021,Oxford/AstraZeneca,333584
Czechia,20-04-2021,Pfizer/BioNTech,2012473
Czechia,21-04-2021,Moderna,292698
Czechia,21-04-2021,Oxford/AstraZeneca,341083
Czechia,21-04-2021,Pfizer/BioNTech,2061653
Czechia,22-04-2021,Johnson&Johnson,298
Czechia,22-04-2021,Moderna,298633
Czechia,22-04-2021,Oxford/AstraZeneca,349237
Czechia,22-04-2021,Pfizer/BioNTech,2119435
Czechia,23-04-2021,Johnson&Johnson,519
Czechia,23-04-2021,Moderna,302551
Czechia,23-04-2021,Oxford/AstraZeneca,355469
Czechia,23-04-2021,Pfizer/BioNTech,2170925
Czechia,24-04-2021,Johnson&Johnson,533
Czechia,24-04-2021,Moderna,303390
Czechia,24-04-2021,Oxford/AstraZeneca,356177
Czechia,24-04-2021,Pfizer/BioNTech,2192495
Czechia,25-04-2021,Johnson&Johnson,549
Czechia,25-04-2021,Moderna,304856
Czechia,25-04-2021,Oxford/AstraZeneca,356375
Czechia,25-04-2021,Pfizer/BioNTech,2209516
Czechia,26-04-2021,Johnson&Johnson,1088
Czechia,26-04-2021,Moderna,309196
Czechia,26-04-2021,Oxford/AstraZeneca,362029
Czechia,26-04-2021,Pfizer/BioNTech,2255627
Czechia,27-04-2021,Johnson&Johnson,2019
Czechia,27-04-2021,Moderna,315542
Czechia,27-04-2021,Oxford/AstraZeneca,368745
Czechia,27-04-2021,Pfizer/BioNTech,2301945
Czechia,28-04-2021,Johnson&Johnson,3473
Czechia,28-04-2021,Moderna,323986
Czechia,28-04-2021,Oxford/AstraZeneca,375465
Czechia,28-04-2021,Pfizer/BioNTech,2356685
Czechia,29-04-2021,Johnson&Johnson,5079
Czechia,29-04-2021,Moderna,331875
Czechia,29-04-2021,Oxford/AstraZeneca,382032
Czechia,29-04-2021,Pfizer/BioNTech,2420561
Czechia,30-04-2021,Johnson&Johnson,6541
Czechia,30-04-2021,Moderna,335700
Czechia,30-04-2021,Oxford/AstraZeneca,385963
Czechia,30-04-2021,Pfizer/BioNTech,2482172
Czechia,01-05-2021,Johnson&Johnson,6649
Czechia,01-05-2021,Moderna,336915
Czechia,01-05-2021,Oxford/AstraZeneca,386229
Czechia,01-05-2021,Pfizer/BioNTech,2503329
Czechia,02-05-2021,Johnson&Johnson,6690
Czechia,02-05-2021,Moderna,337414
Czechia,02-05-2021,Oxford/AstraZeneca,386358
Czechia,02-05-2021,Pfizer/BioNTech,2523865
Czechia,03-05-2021,Johnson&Johnson,7818
Czechia,03-05-2021,Moderna,340437
Czechia,03-05-2021,Oxford/AstraZeneca,389601
Czechia,03-05-2021,Pfizer/BioNTech,2587710
Czechia,04-05-2021,Johnson&Johnson,9385
Czechia,04-05-2021,Moderna,347575
Czechia,04-05-2021,Oxford/AstraZeneca,393945
Czechia,04-05-2021,Pfizer/BioNTech,2648031
Czechia,05-05-2021,Johnson&Johnson,11364
Czechia,05-05-2021,Moderna,353255
Czechia,05-05-2021,Oxford/AstraZeneca,400225
Czechia,05-05-2021,Pfizer/BioNTech,2714778
Czechia,06-05-2021,Johnson&Johnson,13335
Czechia,06-05-2021,Moderna,358684
Czechia,06-05-2021,Oxford/AstraZeneca,407641
Czechia,06-05-2021,Pfizer/BioNTech,2789194
Czechia,07-05-2021,Johnson&Johnson,15266
Czechia,07-05-2021,Moderna,363605
Czechia,07-05-2021,Oxford/AstraZeneca,413469
Czechia,07-05-2021,Pfizer/BioNTech,2862065
Czechia,08-05-2021,Johnson&Johnson,15422
Czechia,08-05-2021,Moderna,364736
Czechia,08-05-2021,Oxford/AstraZeneca,413788
Czechia,08-05-2021,Pfizer/BioNTech,2891639
Czechia,09-05-2021,Johnson&Johnson,15434
Czechia,09-05-2021,Moderna,365804
Czechia,09-05-2021,Oxford/AstraZeneca,414228
Czechia,09-05-2021,Pfizer/BioNTech,2915570
Czechia,10-05-2021,Johnson&Johnson,17124
Czechia,10-05-2021,Moderna,371477
Czechia,10-05-2021,Oxford/AstraZeneca,420242
Czechia,10-05-2021,Pfizer/BioNTech,2980561
Czechia,11-05-2021,Johnson&Johnson,18948
Czechia,11-05-2021,Moderna,377806
Czechia,11-05-2021,Oxford/AstraZeneca,427871
Czechia,11-05-2021,Pfizer/BioNTech,3047951
Czechia,12-05-2021,Johnson&Johnson,20543
Czechia,12-05-2021,Moderna,386233
Czechia,12-05-2021,Oxford/AstraZeneca,435334
Czechia,12-05-2021,Pfizer/BioNTech,3117969
Czechia,13-05-2021,Johnson&Johnson,22059
Czechia,13-05-2021,Moderna,393665
Czechia,13-05-2021,Oxford/AstraZeneca,442355
Czechia,13-05-2021,Pfizer/BioNTech,3193735
Czechia,14-05-2021,Johnson&Johnson,23175
Czechia,14-05-2021,Moderna,399222
Czechia,14-05-2021,Oxford/AstraZeneca,448267
Czechia,14-05-2021,Pfizer/BioNTech,3267417
Czechia,15-05-2021,Johnson&Johnson,23258
Czechia,15-05-2021,Moderna,399970
Czechia,15-05-2021,Oxford/AstraZeneca,450251
Czechia,15-05-2021,Pfizer/BioNTech,3298777
Czechia,16-05-2021,Johnson&Johnson,23272
Czechia,16-05-2021,Moderna,400681
Czechia,16-05-2021,Oxford/AstraZeneca,451059
Czechia,16-05-2021,Pfizer/BioNTech,3324331
Czechia,17-05-2021,Johnson&Johnson,24156
Czechia,17-05-2021,Moderna,405675
Czechia,17-05-2021,Oxford/AstraZeneca,455723
Czechia,17-05-2021,Pfizer/BioNTech,3392208
Czechia,18-05-2021,Johnson&Johnson,25164
Czechia,18-05-2021,Moderna,413544
Czechia,18-05-2021,Oxford/AstraZeneca,461793
Czechia,18-05-2021,Pfizer/BioNTech,3461372
Czechia,19-05-2021,Johnson&Johnson,26396
Czechia,19-05-2021,Moderna,423937
Czechia,19-05-2021,Oxford/AstraZeneca,468364
Czechia,19-05-2021,Pfizer/BioNTech,3534617
Czechia,20-05-2021,Johnson&Johnson,28030
Czechia,20-05-2021,Moderna,434533
Czechia,20-05-2021,Oxford/AstraZeneca,475161
Czechia,20-05-2021,Pfizer/BioNTech,3616523
Czechia,21-05-2021,Johnson&Johnson,29461
Czechia,21-05-2021,Moderna,442526
Czechia,21-05-2021,Oxford/AstraZeneca,480978
Czechia,21-05-2021,Pfizer/BioNTech,3696520
Czechia,22-05-2021,Johnson&Johnson,29650
Czechia,22-05-2021,Moderna,444395
Czechia,22-05-2021,Oxford/AstraZeneca,482877
Czechia,22-05-2021,Pfizer/BioNTech,3736084
Czechia,23-05-2021,Johnson&Johnson,29667
Czechia,23-05-2021,Moderna,445324
Czechia,23-05-2021,Oxford/AstraZeneca,484352
Czechia,23-05-2021,Pfizer/BioNTech,3765139
Czechia,24-05-2021,Johnson&Johnson,30956
Czechia,24-05-2021,Moderna,454027
Czechia,24-05-2021,Oxford/AstraZeneca,490744
Czechia,24-05-2021,Pfizer/BioNTech,3828371
Czechia,25-05-2021,Johnson&Johnson,32740
Czechia,25-05-2021,Moderna,462832
Czechia,25-05-2021,Oxford/AstraZeneca,501961
Czechia,25-05-2021,Pfizer/BioNTech,3892549
Czechia,26-05-2021,Johnson&Johnson,34653
Czechia,26-05-2021,Moderna,472780
Czechia,26-05-2021,Oxford/AstraZeneca,512973
Czechia,26-05-2021,Pfizer/BioNTech,3973097
Czechia,27-05-2021,Johnson&Johnson,36762
Czechia,27-05-2021,Moderna,482878
Czechia,27-05-2021,Oxford/AstraZeneca,522586
Czechia,27-05-2021,Pfizer/BioNTech,4057975
Czechia,28-05-2021,Johnson&Johnson,38881
Czechia,28-05-2021,Moderna,492797
Czechia,28-05-2021,Oxford/AstraZeneca,531930
Czechia,28-05-2021,Pfizer/BioNTech,4142845
Czechia,29-05-2021,Johnson&Johnson,39028
Czechia,29-05-2021,Moderna,495415
Czechia,29-05-2021,Oxford/AstraZeneca,534412
Czechia,29-05-2021,Pfizer/BioNTech,4183867
Czechia,30-05-2021,Johnson&Johnson,39049
Czechia,30-05-2021,Moderna,496403
Czechia,30-05-2021,Oxford/AstraZeneca,537023
Czechia,30-05-2021,Pfizer/BioNTech,4217113
Czechia,31-05-2021,Johnson&Johnson,40906
Czechia,31-05-2021,Moderna,504721
Czechia,31-05-2021,Oxford/AstraZeneca,545396
Czechia,31-05-2021,Pfizer/BioNTech,4299993
Czechia,01-06-2021,Johnson&Johnson,43196
Czechia,01-06-2021,Moderna,515180
Czechia,01-06-2021,Oxford/AstraZeneca,557211
Czechia,01-06-2021,Pfizer/BioNTech,4381144
Czechia,02-06-2021,Johnson&Johnson,45665
Czechia,02-06-2021,Moderna,524537
Czechia,02-06-2021,Oxford/AstraZeneca,568783
Czechia,02-06-2021,Pfizer/BioNTech,4472298
Czechia,03-06-2021,Johnson&Johnson,48466
Czechia,03-06-2021,Moderna,534120
Czechia,03-06-2021,Oxford/AstraZeneca,580755
Czechia,03-06-2021,Pfizer/BioNTech,4563650
Czechia,04-06-2021,Johnson&Johnson,51717
Czechia,04-06-2021,Moderna,543430
Czechia,04-06-2021,Oxford/AstraZeneca,591297
Czechia,04-06-2021,Pfizer/BioNTech,4657881
Czechia,05-06-2021,Johnson&Johnson,51853
Czechia,05-06-2021,Moderna,544323
Czechia,05-06-2021,Oxford/AstraZeneca,593394
Czechia,05-06-2021,Pfizer/BioNTech,4707740
Czechia,06-06-2021,Johnson&Johnson,51938
Czechia,06-06-2021,Moderna,544862
Czechia,06-06-2021,Oxford/AstraZeneca,594338
Czechia,06-06-2021,Pfizer/BioNTech,4748227
Czechia,07-06-2021,Johnson&Johnson,55065
Czechia,07-06-2021,Moderna,552680
Czechia,07-06-2021,Oxford/AstraZeneca,603165
Czechia,07-06-2021,Pfizer/BioNTech,4844688
Czechia,08-06-2021,Johnson&Johnson,58127
Czechia,08-06-2021,Moderna,560936
Czechia,08-06-2021,Oxford/AstraZeneca,613717
Czechia,08-06-2021,Pfizer/BioNTech,4938817
Czechia,09-06-2021,Johnson&Johnson,61775
Czechia,09-06-2021,Moderna,570418
Czechia,09-06-2021,Oxford/AstraZeneca,624319
Czechia,09-06-2021,Pfizer/BioNTech,5035366
Czechia,10-06-2021,Johnson&Johnson,64885
Czechia,10-06-2021,Moderna,580634
Czechia,10-06-2021,Oxford/AstraZeneca,635240
Czechia,10-06-2021,Pfizer/BioNTech,5133215
Czechia,11-06-2021,Johnson&Johnson,68025
Czechia,11-06-2021,Moderna,589631
Czechia,11-06-2021,Oxford/AstraZeneca,643903
Czechia,11-06-2021,Pfizer/BioNTech,5231267
Czechia,12-06-2021,Johnson&Johnson,68134
Czechia,12-06-2021,Moderna,590577
Czechia,12-06-2021,Oxford/AstraZeneca,645318
Czechia,12-06-2021,Pfizer/BioNTech,5281575
Czechia,13-06-2021,Johnson&Johnson,68191
Czechia,13-06-2021,Moderna,590987
Czechia,13-06-2021,Oxford/AstraZeneca,645513
Czechia,13-06-2021,Pfizer/BioNTech,5323346
Czechia,14-06-2021,Johnson&Johnson,70601
Czechia,14-06-2021,Moderna,599225
Czechia,14-06-2021,Oxford/AstraZeneca,653037
Czechia,14-06-2021,Pfizer/BioNTech,5420278
Czechia,15-06-2021,Johnson&Johnson,72788
Czechia,15-06-2021,Moderna,609768
Czechia,15-06-2021,Oxford/AstraZeneca,661897
Czechia,15-06-2021,Pfizer/BioNTech,5513603
Czechia,16-06-2021,Johnson&Johnson,75347
Czechia,16-06-2021,Moderna,619215
Czechia,16-06-2021,Oxford/AstraZeneca,670468
Czechia,16-06-2021,Pfizer/BioNTech,5611562
Czechia,17-06-2021,Johnson&Johnson,77543
Czechia,17-06-2021,Moderna,627204
Czechia,17-06-2021,Oxford/AstraZeneca,678599
Czechia,17-06-2021,Pfizer/BioNTech,5713616
Czechia,18-06-2021,Johnson&Johnson,79603
Czechia,18-06-2021,Moderna,635223
Czechia,18-06-2021,Oxford/AstraZeneca,684419
Czechia,18-06-2021,Pfizer/BioNTech,5818716
Czechia,19-06-2021,Johnson&Johnson,79632
Czechia,19-06-2021,Moderna,636435
Czechia,19-06-2021,Oxford/AstraZeneca,685053
Czechia,19-06-2021,Pfizer/BioNTech,5867960
Czechia,20-06-2021,Johnson&Johnson,79673
Czechia,20-06-2021,Moderna,637744
Czechia,20-06-2021,Oxford/AstraZeneca,685179
Czechia,20-06-2021,Pfizer/BioNTech,5907738
Czechia,21-06-2021,Johnson&Johnson,81111
Czechia,21-06-2021,Moderna,647009
Czechia,21-06-2021,Oxford/AstraZeneca,691638
Czechia,21-06-2021,Pfizer/BioNTech,6000293
Czechia,22-06-2021,Johnson&Johnson,82734
Czechia,22-06-2021,Moderna,656516
Czechia,22-06-2021,Oxford/AstraZeneca,700239
Czechia,22-06-2021,Pfizer/BioNTech,6094275
Czechia,23-06-2021,Johnson&Johnson,84544
Czechia,23-06-2021,Moderna,667515
Czechia,23-06-2021,Oxford/AstraZeneca,708674
Czechia,23-06-2021,Pfizer/BioNTech,6188221
Czechia,24-06-2021,Johnson&Johnson,86374
Czechia,24-06-2021,Moderna,677419
Czechia,24-06-2021,Oxford/AstraZeneca,716862
Czechia,24-06-2021,Pfizer/BioNTech,6286432
Czechia,25-06-2021,Johnson&Johnson,88082
Czechia,25-06-2021,Moderna,686534
Czechia,25-06-2021,Oxford/AstraZeneca,722904
Czechia,25-06-2021,Pfizer/BioNTech,6385221
Czechia,26-06-2021,Johnson&Johnson,88123
Czechia,26-06-2021,Moderna,688021
Czechia,26-06-2021,Oxford/AstraZeneca,724559
Czechia,26-06-2021,Pfizer/BioNTech,6432799
Czechia,27-06-2021,Johnson&Johnson,88137
Czechia,27-06-2021,Moderna,689104
Czechia,27-06-2021,Oxford/AstraZeneca,724709
Czechia,27-06-2021,Pfizer/BioNTech,6472219
Czechia,28-06-2021,Johnson&Johnson,89402
Czechia,28-06-2021,Moderna,697947
Czechia,28-06-2021,Oxford/AstraZeneca,731669
Czechia,28-06-2021,Pfizer/BioNTech,6567556
Czechia,29-06-2021,Johnson&Johnson,90858
Czechia,29-06-2021,Moderna,708923
Czechia,29-06-2021,Oxford/AstraZeneca,741292
Czechia,29-06-2021,Pfizer/BioNTech,6659915
Czechia,30-06-2021,Johnson&Johnson,92217
Czechia,30-06-2021,Moderna,721253
Czechia,30-06-2021,Oxford/AstraZeneca,750381
Czechia,30-06-2021,Pfizer/BioNTech,6754350
Czechia,01-07-2021,Johnson&Johnson,93995
Czechia,01-07-2021,Moderna,732211
Czechia,01-07-2021,Oxford/AstraZeneca,759896
Czechia,01-07-2021,Pfizer/BioNTech,6844441
Czechia,02-07-2021,Johnson&Johnson,95722
Czechia,02-07-2021,Moderna,743264
Czechia,02-07-2021,Oxford/AstraZeneca,767032
Czechia,02-07-2021,Pfizer/BioNTech,6935509
Czechia,03-07-2021,Johnson&Johnson,95747
Czechia,03-07-2021,Moderna,744539
Czechia,03-07-2021,Oxford/AstraZeneca,767698
Czechia,03-07-2021,Pfizer/BioNTech,6972203
Czechia,04-07-2021,Johnson&Johnson,95759
Czechia,04-07-2021,Moderna,745059
Czechia,04-07-2021,Oxford/AstraZeneca,767760
Czechia,04-07-2021,Pfizer/BioNTech,7001017
Czechia,05-07-2021,Johnson&Johnson,95782
Czechia,05-07-2021,Moderna,745334
Czechia,05-07-2021,Oxford/AstraZeneca,767837
Czechia,05-07-2021,Pfizer/BioNTech,7033460
Czechia,06-07-2021,Johnson&Johnson,95820
Czechia,06-07-2021,Moderna,746046
Czechia,06-07-2021,Oxford/AstraZeneca,768079
Czechia,06-07-2021,Pfizer/BioNTech,7065647
Czechia,07-07-2021,Johnson&Johnson,96810
Czechia,07-07-2021,Moderna,754614
Czechia,07-07-2021,Oxford/AstraZeneca,774281
Czechia,07-07-2021,Pfizer/BioNTech,7153741
Czechia,08-07-2021,Johnson&Johnson,98132
Czechia,08-07-2021,Moderna,763425
Czechia,08-07-2021,Oxford/AstraZeneca,781144
Czechia,08-07-2021,Pfizer/BioNTech,7232402
Czechia,09-07-2021,Johnson&Johnson,99568
Czechia,09-07-2021,Moderna,771536
Czechia,09-07-2021,Oxford/AstraZeneca,786466
Czechia,09-07-2021,Pfizer/BioNTech,7313397
Czechia,10-07-2021,Johnson&Johnson,99594
Czechia,10-07-2021,Moderna,772530
Czechia,10-07-2021,Oxford/AstraZeneca,786828
Czechia,10-07-2021,Pfizer/BioNTech,7350056
Czechia,11-07-2021,Johnson&Johnson,99640
Czechia,11-07-2021,Moderna,772957
Czechia,11-07-2021,Oxford/AstraZeneca,787252
Czechia,11-07-2021,Pfizer/BioNTech,7380564
Czechia,12-07-2021,Johnson&Johnson,100963
Czechia,12-07-2021,Moderna,783165
Czechia,12-07-2021,Oxford/AstraZeneca,792689
Czechia,12-07-2021,Pfizer/BioNTech,7458913
Czechia,13-07-2021,Johnson&Johnson,102809
Czechia,13-07-2021,Moderna,792350
Czechia,13-07-2021,Oxford/AstraZeneca,799644
Czechia,13-07-2021,Pfizer/BioNTech,7535196
Czechia,14-07-2021,Johnson&Johnson,104809
Czechia,14-07-2021,Moderna,800772
Czechia,14-07-2021,Oxford/AstraZeneca,806525
Czechia,14-07-2021,Pfizer/BioNTech,7613757
Czechia,15-07-2021,Johnson&Johnson,107164
Czechia,15-07-2021,Moderna,808377
Czechia,15-07-2021,Oxford/AstraZeneca,813633
Czechia,15-07-2021,Pfizer/BioNTech,7689581
Czechia,16-07-2021,Johnson&Johnson,109645
Czechia,16-07-2021,Moderna,816648
Czechia,16-07-2021,Oxford/AstraZeneca,818754
Czechia,16-07-2021,Pfizer/BioNTech,7771934
Czechia,17-07-2021,Johnson&Johnson,110151
Czechia,17-07-2021,Moderna,817132
Czechia,17-07-2021,Oxford/AstraZeneca,818911
Czechia,17-07-2021,Pfizer/BioNTech,7810567
Czechia,18-07-2021,Johnson&Johnson,110694
Czechia,18-07-2021,Moderna,817693
Czechia,18-07-2021,Oxford/AstraZeneca,818941
Czechia,18-07-2021,Pfizer/BioNTech,7843354
Czechia,19-07-2021,Johnson&Johnson,112169
Czechia,19-07-2021,Moderna,824466
Czechia,19-07-2021,Oxford/AstraZeneca,823026
Czechia,19-07-2021,Pfizer/BioNTech,7919971
Czechia,20-07-2021,Johnson&Johnson,114091
Czechia,20-07-2021,Moderna,830904
Czechia,20-07-2021,Oxford/AstraZeneca,828529
Czechia,20-07-2021,Pfizer/BioNTech,7992687
Czechia,21-07-2021,Johnson&Johnson,116931
Czechia,21-07-2021,Moderna,837078
Czechia,21-07-2021,Oxford/AstraZeneca,833795
Czechia,21-07-2021,Pfizer/BioNTech,8062516
Czechia,22-07-2021,Johnson&Johnson,119977
Czechia,22-07-2021,Moderna,842828
Czechia,22-07-2021,Oxford/AstraZeneca,838374
Czechia,22-07-2021,Pfizer/BioNTech,8127123
Czechia,23-07-2021,Johnson&Johnson,123095
Czechia,23-07-2021,Moderna,847698
Czechia,23-07-2021,Oxford/AstraZeneca,841242
Czechia,23-07-2021,Pfizer/BioNTech,8191167
Czechia,24-07-2021,Johnson&Johnson,124291
Czechia,24-07-2021,Moderna,848147
Czechia,24-07-2021,Oxford/AstraZeneca,841364
Czechia,24-07-2021,Pfizer/BioNTech,8223241
Czechia,25-07-2021,Johnson&Johnson,125450
Czechia,25-07-2021,Moderna,848554
Czechia,25-07-2021,Oxford/AstraZeneca,841398
Czechia,25-07-2021,Pfizer/BioNTech,8249267
Czechia,26-07-2021,Johnson&Johnson,128117
Czechia,26-07-2021,Moderna,851849
Czechia,26-07-2021,Oxford/AstraZeneca,844489
Czechia,26-07-2021,Pfizer/BioNTech,8309820
Czechia,27-07-2021,Johnson&Johnson,131417
Czechia,27-07-2021,Moderna,855427
Czechia,27-07-2021,Oxford/AstraZeneca,848727
Czechia,27-07-2021,Pfizer/BioNTech,8364840
Czechia,28-07-2021,Johnson&Johnson,135179
Czechia,28-07-2021,Moderna,858595
Czechia,28-07-2021,Oxford/AstraZeneca,852961
Czechia,28-07-2021,Pfizer/BioNTech,8417242
Czechia,29-07-2021,Johnson&Johnson,138503
Czechia,29-07-2021,Moderna,861400
Czechia,29-07-2021,Oxford/AstraZeneca,857041
Czechia,29-07-2021,Pfizer/BioNTech,8467057
Czechia,30-07-2021,Johnson&Johnson,141826
Czechia,30-07-2021,Moderna,863723
Czechia,30-07-2021,Oxford/AstraZeneca,859795
